ちっ, 副詞, "ch i q"
ちっ, 動詞, "ch i q"
ちっこい, 形容詞, "ch i q k o i"
ちっちゃい, 形容詞, "ch i q ch a i"
ちっちゃく, 形容詞, "ch i q ch a k u"
ちっちゃな, 連体詞, "ch i q ch a n a"
ちっと, 副詞, "ch i q t o"
ちっとも, 副詞, "ch i q t o m o"
ちっぽけ, 形状詞, "ch i q p o k e"
ちと, 副詞, "ch i t o"
ちなみ, 動詞, "ch i n a m i"
ちなみ, 名詞, "ch i n a m i"
ちなむ, 動詞, "ch i n a m u"
ちなん, 動詞, "ch i n a N"
ちぬ, 名詞, "ch i n u"
ちば, 名詞, "ch i b a"
ちひろ, 名詞, "ch i h i r o"
ちび, 動詞, "ch i b i"
ちび, 名詞, "ch i b i"
ちびちび, 副詞, "ch i b i ch i b i"
ちびっこ, 名詞, "ch i b i q k o"
ちまい, 助動詞, "ch i m a i"
ちまう, 助動詞, "ch i m a u"
ちまえ, 助動詞, "ch i m a e"
ちまき, 名詞, "ch i m a k i"
ちまた, 名詞, "ch i m a t a"
ちまちま, 副詞, "ch i m a ch i m a"
ちまっ, 助動詞, "ch i m a q"
ちゃ, 助動詞, "ch a"
ちゃ, 助詞, "ch a"
ちゃ, 名詞, "ch a"
ちゃ, 接尾辞, "ch a"
ちゃぁ, 助詞, "ch a:"
ちゃあ, 助詞, "ch a:"
ちゃい, 助動詞, "ch a i"
ちゃう, 助動詞, "ch a u"
ちゃう, 動詞, "ch a u"
ちゃえ, 助動詞, "ch a e"
ちゃお, 助動詞, "ch a o"
ちゃおう, 助動詞, "ch a o:"
ちゃっ, 助動詞, "ch a q"
ちゃっかり, 副詞, "ch a q k a r i"
ちゃぶ台, 名詞, "ch a b u d a i"
ちゃま, 接尾辞, "ch a m a"
ちゃらちゃら, 副詞, "ch a r a ch a r a"
ちゃん, 助動詞, "ch a N"
ちゃん, 接尾辞, "ch a N"
ちゃんこ, 名詞, "ch a N k o"
ちゃんと, 副詞, "ch a N t o"
ちゃんねる, 名詞, "ch a N n e r u"
ちゃんぽん, 名詞, "ch a N p o N"
ちゃーん, 接尾辞, "ch a: N"
ちやほや, 副詞, "ch i y a h o y a"
ちゅ, 副詞, "ch u"
ちゅう, 助動詞, "ch u:"
ちゅう, 接尾辞, "ch u:"
ちゅうちょ, 名詞, "ch u: ch o"
ちゅっ, 副詞, "ch u q"
ちゅん, 副詞, "ch u N"
ちゅんちゅん, 副詞, "ch u N ch u N"
ちょ, 助詞, "ch o"
ちょい, 副詞, "ch o i"
ちょいちょい, 副詞, "ch o i ch o i"
ちょいと, 副詞, "ch o i t o"
ちょう, 名詞, "ch o:"
ちょうだい, 名詞, "ch o: d a i"
ちょうちん, 名詞, "ch o: ch i N"
ちょうど, 副詞, "ch o: d o"
ちょくちょく, 副詞, "ch o k u ch o k u"
ちょこ, 名詞, "ch o k o"
ちょこちょこ, 副詞, "ch o k o ch o k o"
ちょこっと, 副詞, "ch o k o q t o"
ちょこん, 副詞, "ch o k o N"
ちょっ, 副詞, "ch o q"
ちょっ, 感動詞, "ch o q"
ちょっかい, 名詞, "ch o q k a i"
ちょっと, 副詞, "ch o q t o"
ちょっぴり, 副詞, "ch o q p i r i"
ちょびっ, 副詞, "ch o b i q"
ちょろちょろ, 副詞, "ch o r o ch o r o"
ちょん, 副詞, "ch o N"
ちょん, 接尾辞, "ch o N"
ちょー, 接頭辞, "ch o:"
ちょーだい, 名詞, "ch o: d a i"
ちよ, 名詞, "ch i y o"
ちら, 副詞, "ch i r a"
ちらし, 名詞, "ch i r a sh i"
ちらし寿司, 名詞, "ch i r a sh i z u sh i"
ちらちら, 副詞, "ch i r a ch i r a"
ちらっ, 副詞, "ch i r a q"
ちらつい, 動詞, "ch i r a ts u i"
ちらつか, 動詞, "ch i r a ts u k a"
ちらつく, 動詞, "ch i r a ts u k u"
ちらばっ, 動詞, "ch i r a b a q"
ちらほら, 副詞, "ch i r a h o r a"
ちらり, 副詞, "ch i r a r i"
ちり, 名詞, "ch i r i"
ちりちり, 副詞, "ch i r i ch i r i"
ちりばめ, 動詞, "ch i r i b a m e"
ちりめん, 名詞, "ch i r i m e N"
ちん, 副詞, "ch i N"
ちん, 接尾辞, "ch i N"
ちんちん, 副詞, "ch i N ch i N"
ちんちん, 名詞, "ch i N ch i N"
ちんぷんかんぷん, 形状詞, "ch i N p u N k a N p u N"
ぢ, 名詞, "j i"
ぢゃ, 助動詞, "j a"
ぢゃ, 接続詞, "j a"
ぢや, 助詞, "j a"
っ, 記号, "ts u"
っから, 助詞, "k a r a"
っきゃ, 助詞, "ky a"
っきり, 助詞, "k i r i"
っけ, 助詞, "k e"
っけ, 接尾辞, "k e"
っこ, 接尾辞, "k o"
っこい, 接尾辞, "k o i"
っす, 助動詞, "s u"
ったく, 副詞, "t a k u"
ったって, 助詞, "t a q t e"
ったら, 助詞, "t a r a"
ったらしい, 接尾辞, "t a r a sh i:"
っちゃ, 助動詞, "ch a"
っちゃん, 接尾辞, "ch a N"
っちゅう, 助動詞, "ch u:"
っつ, 助動詞, "ts u"
っつぁん, 接尾辞, "ts a N"
っつう, 助動詞, "ts u:"
っつっ, 助動詞, "ts u q"
っつー, 助動詞, "ts u:"
って, 助動詞, "t e"
って, 助詞, "t e"
ってえ, 助動詞, "t e:"
ってー, 助詞, "t e:"
っと, 助詞, "t o"
っぱなし, 接尾辞, "p a n a sh i"
っぷり, 接尾辞, "p u r i"
っぺ, 名詞, "p e"
っぽ, 接尾辞, "p o"
っぽい, 接尾辞, "p o i"
っぽかっ, 接尾辞, "p o k a q"
っぽく, 接尾辞, "p o k u"
っぽっち, 接尾辞, "p o q ch i"
っ子, 接尾辞, "k o"
っ放し, 接尾辞, "p a n a sh i"
っ気, 接尾辞, "k e"
つ, 助動詞, "ts u"
つ, 助詞, "ts u"
つ, 接尾辞, "ts u"
つぁん, 接尾辞, "ts a N"
つい, 副詞, "ts u i"
つい, 助動詞, "ts u i"
つい, 動詞, "ts u i"
ついぞ, 副詞, "ts u i z o"
ついつい, 副詞, "ts u i ts u i"
ついで, 副詞, "ts u i d e"
ついで, 名詞, "ts u i d e"
ついに, 副詞, "ts u i n i"
つう, 副詞, "ts u:"
つう, 助動詞, "ts u:"
つうじ, 動詞, "ts u: j i"
つえ, 名詞, "ts u e"
つか, 動詞, "ts u k a"
つか, 名詞, "ts u k a"
つかい, 動詞, "ts u k a i"
つかい, 接尾辞, "ts u k a i"
つかう, 動詞, "ts u k a u"
つかえ, 動詞, "ts u k a e"
つかえる, 動詞, "ts u k a e r u"
つかさ, 動詞, "ts u k a s a"
つかさ, 名詞, "ts u k a s a"
つかさどる, 動詞, "ts u k a s a d o r u"
つかし, 動詞, "ts u k a sh i"
つかっ, 動詞, "ts u k a q"
つかつか, 副詞, "ts u k a ts u k a"
つかのま, 名詞, "ts u k a n o m a"
つかの間, 名詞, "ts u k a n o m a"
つかま, 動詞, "ts u k a m a"
つかまえ, 動詞, "ts u k a m a e"
つかまえよう, 動詞, "ts u k a m a e y o:"
つかまえる, 動詞, "ts u k a m a e r u"
つかまっ, 動詞, "ts u k a m a q"
つかまら, 動詞, "ts u k a m a r a"
つかまり, 動詞, "ts u k a m a r i"
つかまり立ち, 名詞, "ts u k a m a r i d a ch i"
つかまる, 動詞, "ts u k a m a r u"
つかみ, 動詞, "ts u k a m i"
つかみ, 名詞, "ts u k a m i"
つかむ, 動詞, "ts u k a m u"
つかめ, 動詞, "ts u k a m e"
つかめる, 動詞, "ts u k a m e r u"
つかもう, 動詞, "ts u k a m o:"
つかり, 動詞, "ts u k a r i"
つかる, 動詞, "ts u k a r u"
つかれ, 動詞, "ts u k a r e"
つかれ, 名詞, "ts u k a r e"
つかれる, 動詞, "ts u k a r e r u"
つかわ, 動詞, "ts u k a w a"
つかわし, 動詞, "ts u k a w a sh i"
つかん, 動詞, "ts u k a N"
つがい, 名詞, "ts u g a i"
つき, 動詞, "ts u k i"
つき, 名詞, "ts u k i"
つき, 接尾辞, "ts u k i"
つきあい, 動詞, "ts u k i a i"
つきあい, 名詞, "ts u k i a i"
つきあう, 動詞, "ts u k i a u"
つきあっ, 動詞, "ts u k i a q"
つきだし, 動詞, "ts u k i d a sh i"
つきっきり, 名詞, "ts u k i q k i r i"
つきつけ, 動詞, "ts u k i ts u k e"
つきつめ, 動詞, "ts u k i ts u m e"
つきとめ, 動詞, "ts u k i t o m e"
つきとめる, 動詞, "ts u k i t o m e r u"
つきまとい, 動詞, "ts u k i m a t o i"
つきまとう, 動詞, "ts u k i m a t o u"
つきまとう, 動詞, "ts u k i m a t o:"
つきまとっ, 動詞, "ts u k i m a t o q"
つきまとわ, 動詞, "ts u k i m a t o w a"
つきもの, 名詞, "ts u k i m o n o"
つきる, 動詞, "ts u k i r u"
つき出し, 動詞, "ts u k i d a sh i"
つき合い, 動詞, "ts u k i a i"
つき合い, 名詞, "ts u k i a i"
つき合う, 動詞, "ts u k i a u"
つき合う, 動詞, "ts u k i o:"
つき合っ, 動詞, "ts u k i a q"
つぎ, 動詞, "ts u g i"
つぎ, 名詞, "ts u g i"
つぎつぎ, 副詞, "ts u g i ts u g i"
つぎはぎ, 名詞, "ts u g i h a g i"
つぎ込む, 動詞, "ts u g i k o m u"
つぎ込ん, 動詞, "ts u g i k o N"
つく, 動詞, "ts u k u"
つくえ, 名詞, "ts u k u e"
つくさ, 動詞, "ts u k u s a"
つくし, 動詞, "ts u k u sh i"
つくし, 名詞, "ts u k u sh i"
つくす, 動詞, "ts u k u s u"
つくせ, 動詞, "ts u k u s e"
つくっ, 動詞, "ts u k u q"
つくづく, 副詞, "ts u k u z u k u"
つくね, 動詞, "ts u k u n e"
つくば, 名詞, "ts u k u b a"
つくばみらい, 名詞, "ts u k u b a m i r a i"
つくら, 動詞, "ts u k u r a"
つくり, 動詞, "ts u k u r i"
つくり, 名詞, "ts u k u r i"
つくりあげ, 動詞, "ts u k u r i a g e"
つくりあげる, 動詞, "ts u k u r i a g e r u"
つくりださ, 動詞, "ts u k u r i d a s a"
つくりだし, 動詞, "ts u k u r i d a sh i"
つくりだす, 動詞, "ts u k u r i d a s u"
つくり上げ, 動詞, "ts u k u r i a g e"
つくり上げる, 動詞, "ts u k u r i a g e r u"
つくり出さ, 動詞, "ts u k u r i d a s a"
つくり出し, 動詞, "ts u k u r i d a sh i"
つくり出す, 動詞, "ts u k u r i d a s u"
つくる, 動詞, "ts u k u r u"
つくれ, 動詞, "ts u k u r e"
つくれる, 動詞, "ts u k u r e r u"
つくろう, 動詞, "ts u k u r o u"
つくろう, 動詞, "ts u k u r o:"
つぐ, 動詞, "ts u g u"
つぐない, 名詞, "ts u g u n a i"
つぐみ, 動詞, "ts u g u m i"
つぐん, 動詞, "ts u g u N"
つけ, 動詞, "ts u k e"
つけ, 名詞, "ts u k e"
つけ, 接尾辞, "ts u k e"
つけくわえ, 動詞, "ts u k e k u w a e"
つけこん, 動詞, "ts u k e k o N"
つけよう, 動詞, "ts u k e y o:"
つける, 動詞, "ts u k e r u"
つけれ, 動詞, "ts u k e r e"
つけろ, 動詞, "ts u k e r o"
つけ加え, 動詞, "ts u k e k u w a e"
つけ加える, 動詞, "ts u k e k u w a e r u"
つけ合わせ, 名詞, "ts u k e a w a s e"
つけ根, 名詞, "ts u k e n e"
つけ汁, 名詞, "ts u k e j i r u"
つけ込ん, 動詞, "ts u k e k o N"
つけ麺, 名詞, "ts u k e m e N"
つげ, 動詞, "ts u g e"
つこう, 動詞, "ts u k o:"
つごう, 名詞, "ts u g o:"
つじつま, 名詞, "ts u j i ts u m a"
つた, 名詞, "ts u t a"
つたえ, 動詞, "ts u t a e"
つたえる, 動詞, "ts u t a e r u"
つたっ, 動詞, "ts u t a q"
つたない, 形容詞, "ts u t a n a i"
つたわっ, 動詞, "ts u t a w a q"
つち, 名詞, "ts u ch i"
つっ, 助動詞, "ts u q"
つっ, 動詞, "ts u q"
つっかえ, 動詞, "ts u q k a e"
つっかけ, 動詞, "ts u q k a k e"
つっこま, 動詞, "ts u q k o m a"
つっこみ, 動詞, "ts u q k o m i"
つっこむ, 動詞, "ts u q k o m u"
つっこん, 動詞, "ts u q k o N"
つっ立っ, 動詞, "ts u q t a q"
つつ, 助詞, "ts u ts u"
つつい, 動詞, "ts u ts u i"
つつか, 動詞, "ts u ts u k a"
つつき, 動詞, "ts u ts u k i"
つつく, 動詞, "ts u ts u k u"
つつじ, 名詞, "ts u ts u j i"
つつま, 動詞, "ts u ts u m a"
つつましい, 形容詞, "ts u ts u m a sh i:"
つつましく, 形容詞, "ts u ts u m a sh i k u"
つつみ, 動詞, "ts u ts u m i"
つつむ, 動詞, "ts u ts u m u"
つつん, 動詞, "ts u ts u N"
つづい, 動詞, "ts u z u i"
つづか, 動詞, "ts u z u k a"
つづき, 動詞, "ts u z u k i"
つづき, 名詞, "ts u z u k i"
つづく, 動詞, "ts u z u k u"
つづけ, 動詞, "ts u z u k e"
つづけよう, 動詞, "ts u z u k e y o:"
つづける, 動詞, "ts u z u k e r u"
つづっ, 動詞, "ts u z u q"
つづら, 動詞, "ts u z u r a"
つづり, 名詞, "ts u z u r i"
つて, 名詞, "ts u t e"
つと, 副詞, "ts u t o"
つとに, 副詞, "ts u t o n i"
つとめ, 動詞, "ts u t o m e"
つとめ, 名詞, "ts u t o m e"
つとめる, 動詞, "ts u t o m e r u"
つど, 名詞, "ts u d o"
つどい, 名詞, "ts u d o i"
つない, 動詞, "ts u n a i"
つなが, 動詞, "ts u n a g a"
つながっ, 動詞, "ts u n a g a q"
つながら, 動詞, "ts u n a g a r a"
つながり, 動詞, "ts u n a g a r i"
つながり, 名詞, "ts u n a g a r i"
つながる, 動詞, "ts u n a g a r u"
つなぎ, 動詞, "ts u n a g i"
つなぎ, 名詞, "ts u n a g i"
つなぎ合わせ, 動詞, "ts u n a g i a w a s e"
つなぎ目, 名詞, "ts u n a g i m e"
つなぐ, 動詞, "ts u n a g u"
つなげ, 動詞, "ts u n a g e"
つなげる, 動詞, "ts u n a g e r u"
つね, 名詞, "ts u n e"
つねっ, 動詞, "ts u n e q"
つねづね, 副詞, "ts u n e z u n e"
つのっ, 動詞, "ts u n o q"
つのら, 動詞, "ts u n o r a"
つのり, 動詞, "ts u n o r i"
つのる, 動詞, "ts u n o r u"
つば, 名詞, "ts u b a"
つばさ, 名詞, "ts u b a s a"
つばめ, 名詞, "ts u b a m e"
つひに, 副詞, "ts u i n i"
つぶ, 名詞, "ts u b u"
つぶさ, 動詞, "ts u b u s a"
つぶさに, 副詞, "ts u b u s a n i"
つぶし, 動詞, "ts u b u sh i"
つぶし, 名詞, "ts u b u sh i"
つぶす, 動詞, "ts u b u s u"
つぶっ, 動詞, "ts u b u q"
つぶやい, 動詞, "ts u b u y a i"
つぶやき, 動詞, "ts u b u y a k i"
つぶやき, 名詞, "ts u b u y a k i"
つぶやく, 動詞, "ts u b u y a k u"
つぶら, 形状詞, "ts u b u r a"
つぶり, 動詞, "ts u b u r i"
つぶる, 動詞, "ts u b u r u"
つぶれ, 動詞, "ts u b u r e"
つぶれる, 動詞, "ts u b u r e r u"
つぼ, 名詞, "ts u b o"
つぼみ, 名詞, "ts u b o m i"
つま, 名詞, "ts u m a"
つまずい, 動詞, "ts u m a z u i"
つまずき, 動詞, "ts u m a z u k i"
つまずき, 名詞, "ts u m a z u k i"
つまずく, 動詞, "ts u m a z u k u"
つまっ, 動詞, "ts u m a q"
つまびらか, 形状詞, "ts u m a b i r a k a"
つまま, 動詞, "ts u m a m a"
つまみ, 動詞, "ts u m a m i"
つまみ, 名詞, "ts u m a m i"
つまみ食い, 名詞, "ts u m a m i g u i"
つまむ, 動詞, "ts u m a m u"
つまら, 動詞, "ts u m a r a"
つまり, 副詞, "ts u m a r i"
つまり, 動詞, "ts u m a r i"
つまり, 名詞, "ts u m a r i"
つまる, 動詞, "ts u m a r u"
つまん, 動詞, "ts u m a N"
つま先, 名詞, "ts u m a s a k i"
つみ, 動詞, "ts u m i"
つむぎ, 名詞, "ts u m u g i"
つむっ, 動詞, "ts u m u q"
つむり, 動詞, "ts u m u r i"
つめ, 動詞, "ts u m e"
つめ, 名詞, "ts u m e"
つめかけ, 動詞, "ts u m e k a k e"
つめこん, 動詞, "ts u m e k o N"
つめたい, 形容詞, "ts u m e t a i"
つめたく, 形容詞, "ts u m e t a k u"
つめる, 動詞, "ts u m e r u"
つもっ, 動詞, "ts u m o q"
つもり, 名詞, "ts u m o r i"
つや, 名詞, "ts u y a"
つやつや, 副詞, "ts u y a ts u y a"
つややか, 形状詞, "ts u y a y a k a"
つゆ, 名詞, "ts u y u"
つよ, 形容詞, "ts u y o"
つよい, 形容詞, "ts u y o i"
つよく, 形容詞, "ts u y o k u"
つら, 動詞, "ts u r a"
つら, 名詞, "ts u r a"
つら, 形容詞, "ts u r a"
つらい, 形容詞, "ts u r a i"
つらかっ, 形容詞, "ts u r a k a q"
つらく, 形容詞, "ts u r a k u"
つらつら, 副詞, "ts u r a ts u r a"
つらなる, 動詞, "ts u r a n a r u"
つらぬい, 動詞, "ts u r a n u i"
つらぬく, 動詞, "ts u r a n u k u"
つらね, 動詞, "ts u r a n e"
つらら, 名詞, "ts u r a r a"
つり, 動詞, "ts u r i"
つり, 名詞, "ts u r i"
つりあげ, 動詞, "ts u r i a g e"
つり上げ, 動詞, "ts u r i a g e"
つり合い, 名詞, "ts u r i a i"
つる, 助動詞, "ts u r u"
つる, 動詞, "ts u r u"
つる, 名詞, "ts u r u"
つるし, 動詞, "ts u r u sh i"
つるつる, 副詞, "ts u r u ts u r u"
つるり, 副詞, "ts u r u r i"
つるん, 副詞, "ts u r u N"
つるん, 動詞, "ts u r u N"
つれ, 動詞, "ts u r e"
つれあい, 名詞, "ts u r e a i"
つわり, 名詞, "ts u w a r i"
つん, 副詞, "ts u N"
つん, 動詞, "ts u N"
つんく, 名詞, "ts u N k u"
つんざく, 動詞, "ts u N z a k u"
つんつん, 副詞, "ts u N ts u N"
つゝ, 助詞, "ts u ts u"
つー, 助動詞, "ts u:"
つーん, 副詞, "ts u: N"
づい, 動詞, "z u i"
づかい, 接尾辞, "z u k a i"
づき, 動詞, "z u k i"
づき, 接尾辞, "z u k i"
づきあい, 名詞, "z u k i a i"
づき合い, 名詞, "z u k i a i"
づく, 動詞, "z u k u"
づくし, 接尾辞, "z u k u sh i"
づくり, 名詞, "z u k u r i"
づけ, 動詞, "z u k e"
づけ, 名詞, "z u k e"
づけ, 接尾辞, "z u k e"
づけよう, 動詞, "z u k e y o:"
づける, 動詞, "z u k e r u"
づたい, 接尾辞, "z u t a i"
づつ, 助詞, "z u ts u"
づら, 名詞, "z u r a"
づら, 接尾辞, "z u r a"
づらい, 接尾辞, "z u r a i"
づらかっ, 接尾辞, "z u r a k a q"
づらく, 接尾辞, "z u r a k u"
づる, 名詞, "z u r u"
づれ, 名詞, "z u r e"
て, 助動詞, "t e"
て, 助詞, "t e"
て, 接続詞, "t e"
てい, 名詞, "t e:"
ていど, 名詞, "t e: d o"
ていねい, 形状詞, "t e: n e:"
てえ, 助動詞, "t e:"
てえ, 助詞, "t e:"
てか, 副詞, "t e k a"
てか, 助動詞, "t e k a"
てき, 助動詞, "t e k i"
てき, 接尾辞, "t e k i"
てきぱき, 副詞, "t e k i p a k i"
てきめん, 形状詞, "t e k i m e N"
てく, 助動詞, "t e k u"
てくてく, 副詞, "t e k u t e k u"
てけ, 助動詞, "t e k e"
てこ, 助動詞, "t e k o"
てこ, 名詞, "t e k o"
てこっ, 助動詞, "t e k o q"
てっ, 助動詞, "t e q"
てっきり, 副詞, "t e q k i r i"
てっとり, 名詞, "t e q t o r i"
てっぺん, 名詞, "t e q p e N"
てつや, 名詞, "t e ts u y a"
てのひら, 名詞, "t e n o h i r a"
てめぇ, 代名詞, "t e m e:"
てめえ, 代名詞, "t e m e:"
てよう, 助動詞, "t e y o:"
てら, 名詞, "t e r a"
てらし, 助動詞, "t e r a sh i"
てらし, 動詞, "t e r a sh i"
てらっしゃい, 助動詞, "t e r a q sh a i"
てらっしゃる, 助動詞, "t e r a q sh a r u"
てりゃ, 助動詞, "t e ry a"
てる, 助動詞, "t e r u"
てれ, 助動詞, "t e r e"
てれ, 動詞, "t e r e"
てろ, 助動詞, "t e r o"
てん, 助動詞, "t e N"
てん, 名詞, "t e N"
てん, 接尾辞, "t e N"
てんかん, 名詞, "t e N k a N"
てんこ盛り, 名詞, "t e N k o m o r i"
てんてん, 形状詞, "t e N t e N"
てんで, 副詞, "t e N d e"
てんとう, 名詞, "t e N t o:"
てんびん, 名詞, "t e N b i N"
てんぷら, 名詞, "t e N p u r a"
てん補, 名詞, "t e N p o"
てー, 助詞, "t e:"
で, 助動詞, "d e"
で, 助詞, "d e"
で, 動詞, "d e"
で, 接続詞, "d e"
でえ, 助詞, "d e:"
でか, 形容詞, "d e k a"
でかい, 形容詞, "d e k a i"
でかく, 形容詞, "d e k a k u"
でかけ, 動詞, "d e k a k e"
でかける, 動詞, "d e k a k e r u"
でかでか, 副詞, "d e k a d e k a"
でき, 動詞, "d e k i"
できあがっ, 動詞, "d e k i a g a q"
できあがり, 動詞, "d e k i a g a r i"
できあがり, 名詞, "d e k i a g a r i"
できあがる, 動詞, "d e k i a g a r u"
できごと, 名詞, "d e k i g o t o"
できたて, 名詞, "d e k i t a t e"
できばえ, 名詞, "d e k i b a e"
できもの, 名詞, "d e k i m o n o"
できよう, 動詞, "d e k i y o:"
できる, 動詞, "d e k i r u"
できれ, 動詞, "d e k i r e"
でき上がっ, 動詞, "d e k i a g a q"
でき上がり, 動詞, "d e k i a g a r i"
でき上がり, 名詞, "d e k i a g a r i"
でき上がる, 動詞, "d e k i a g a r u"
でけ, 動詞, "d e k e"
でこ, 名詞, "d e k o"
でこぼこ, 名詞, "d e k o b o k o"
でし, 助動詞, "d e sh i"
でしゅ, 助動詞, "d e sh u"
でしょ, 助動詞, "d e sh o"
でしょう, 助動詞, "d e sh o:"
でしょー, 助動詞, "d e sh o:"
です, 助動詞, "d e s u"
ですぅ, 助動詞, "d e s u:"
でせう, 助動詞, "d e sh o:"
でたらめ, 名詞, "d e t a r a m e"
でちゅ, 助動詞, "d e ch u"
でっ, 助動詞, "d e q"
でっかい, 形容詞, "d e q k a i"
でっかく, 形容詞, "d e q k a k u"
でっしゃろ, 助動詞, "d e q sh a r o"
でっす, 助動詞, "d e q s u"
でっちあげ, 動詞, "d e q ch i a g e"
でっち上げ, 動詞, "d e q ch i a g e"
でっち上げ, 名詞, "d e q ch i a g e"
でっぷり, 副詞, "d e q p u r i"
でつ, 助動詞, "d e ts u"
でぶ, 名詞, "d e b u"
でる, 助動詞, "d e r u"
でる, 動詞, "d e r u"
でん, 副詞, "d e N"
でん, 助動詞, "d e N"
でんぷん, 名詞, "d e N p u N"
でん粉, 名詞, "d e N p u N"
でー, 助詞, "d e:"
でーす, 助動詞, "d e: s u"
と, 副詞, "t o"
と, 助動詞, "t o"
と, 助詞, "t o"
と, 感動詞, "t o"
とある, 連体詞, "t o a r u"
とい, 助動詞, "t o i"
とい, 動詞, "t o i"
とい, 名詞, "t o i"
とう, 助動詞, "t o:"
とう, 名詞, "t o:"
とう, 接尾辞, "t o:"
とうがらし, 名詞, "t o: g a r a sh i"
とうげ, 名詞, "t o: g e"
とうぜん, 副詞, "t o: z e N"
とうぜん, 形状詞, "t o: z e N"
とうてい, 副詞, "t o: t e:"
とうとう, 副詞, "t o: t o:"
とうふ, 名詞, "t o: f u"
とうもろこし, 名詞, "t o: m o r o k o sh i"
とうり, 名詞, "t o: r i"
とぉ, 助詞, "t o:"
とおく, 名詞, "t o: k u"
とおし, 動詞, "t o: sh i"
とおす, 動詞, "t o: s u"
とおっ, 動詞, "t o: q"
とおり, 名詞, "t o: r i"
とおる, 動詞, "t o: r u"
とか, 助動詞, "t o k a"
とかく, 副詞, "t o k a k u"
とかし, 動詞, "t o k a sh i"
とかす, 動詞, "t o k a s u"
とがっ, 動詞, "t o g a q"
とがめ, 動詞, "t o g a m e"
とがめる, 動詞, "t o g a m e r u"
とがら, 動詞, "t o g a r a"
とき, 助動詞, "t o k i"
とき, 名詞, "t o k i"
ときおり, 副詞, "t o k i o r i"
ときたま, 副詞, "t o k i t a m a"
ときどき, 名詞, "t o k i d o k i"
ときめい, 動詞, "t o k i m e:"
ときめか, 動詞, "t o k i m e k a"
ときめき, 名詞, "t o k i m e k i"
ときめく, 動詞, "t o k i m e k u"
ときゃ, 助動詞, "t o ky a"
とぎれ, 動詞, "t o g i r e"
とぎれとぎれ, 形状詞, "t o g i r e t o g i r e"
とく, 助動詞, "t o k u"
とく, 動詞, "t o k u"
とくい, 名詞, "t o k u i"
とくと, 副詞, "t o k u t o"
とくに, 副詞, "t o k u n i"
とくべつ, 形状詞, "t o k u b e ts u"
とぐろ, 名詞, "t o g u r o"
とけ, 助動詞, "t o k e"
とけ, 動詞, "t o k e"
とける, 動詞, "t o k e r u"
とげ, 動詞, "t o g e"
とげ, 名詞, "t o g e"
とげる, 動詞, "t o g e r u"
とこ, 名詞, "t o k o"
とこう, 助動詞, "t o k o:"
とことこ, 副詞, "t o k o t o k o"
とことん, 名詞, "t o k o t o N"
ところ, 名詞, "t o k o r o"
ところてん, 名詞, "t o k o r o t e N"
ところどころ, 名詞, "t o k o r o d o k o r o"
とざさ, 動詞, "t o z a s a"
とし, 名詞, "t o sh i"
とじ, 動詞, "t o j i"
とじこめ, 動詞, "t o j i k o m e"
とじる, 動詞, "t o j i r u"
とたい, 名詞, "t o t a i"
とたん, 名詞, "t o t a N"
とだえ, 動詞, "t o d a e"
とち, 名詞, "t o ch i"
とちゅう, 名詞, "t o ch u:"
とっ, 助動詞, "t o q"
とっ, 動詞, "t o q"
とっく, 名詞, "t o q k u"
とっさ, 名詞, "t o q s a"
とっつき, 動詞, "t o q ts u k i"
とっておき, 名詞, "t o q t e o k i"
とっても, 副詞, "t o q t e m o"
とっとと, 副詞, "t o q t o t o"
とっぷり, 副詞, "t o q p u r i"
とつぜん, 副詞, "t o ts u z e N"
とて, 助詞, "t o t e"
とてつ, 名詞, "t o t e ts u"
とても, 副詞, "t o t e m o"
ととのえ, 動詞, "t o t o n o e"
ととのえる, 動詞, "t o t o n o e r u"
ととのっ, 動詞, "t o t o n o q"
とど, 名詞, "t o d o"
とどい, 動詞, "t o d o i"
とどか, 動詞, "t o d o k a"
とどき, 動詞, "t o d o k i"
とどく, 動詞, "t o d o k u"
とどけ, 動詞, "t o d o k e"
とどまっ, 動詞, "t o d o m a q"
とどまら, 動詞, "t o d o m a r a"
とどまり, 動詞, "t o d o m a r i"
とどまる, 動詞, "t o d o m a r u"
とどめ, 動詞, "t o d o m e"
とどめ, 名詞, "t o d o m e"
とどめる, 動詞, "t o d o m e r u"
とどろい, 動詞, "t o d o r o i"
とどろか, 動詞, "t o d o r o k a"
とどろき, 動詞, "t o d o r o k i"
となえ, 動詞, "t o n a e"
となえる, 動詞, "t o n a e r u"
となり, 名詞, "t o n a r i"
とにかく, 副詞, "t o n i k a k u"
とばし, 動詞, "t o b a sh i"
とばす, 動詞, "t o b a s u"
とばっちり, 名詞, "t o b a q ch i r i"
とび, 動詞, "t o b i"
とび, 名詞, "t o b i"
とびあがっ, 動詞, "t o b i a g a q"
とびおり, 動詞, "t o b i o r i"
とびきり, 名詞, "t o b i k i r i"
とびこん, 動詞, "t o b i k o N"
とびだし, 動詞, "t o b i d a sh i"
とびだせ, 動詞, "t o b i d a s e"
とびっきり, 名詞, "t o b i q k i r i"
とびつい, 動詞, "t o b i ts u i"
とびら, 名詞, "t o b i r a"
とび出し, 動詞, "t o b i d a sh i"
とぶ, 動詞, "t o b u"
とほう, 名詞, "t o h o:"
とほほ, 感動詞, "t o h o h o"
